user_id,mode,start_time,end_time,duration,bytes_up,bytes_down,pkts_up,pkts_down,flow_iat_mean,flow_iat_std,flow_iat_min,flow_iat_max,fwd_iat_mean,fwd_iat_std,fwd_iat_min,fwd_iat_max,bwd_iat_mean,bwd_iat_std,bwd_iat_min,bwd_iat_max,active_mean,active_std,active_min,active_max,idle_mean,idle_std,idle_min,idle_max,bytes_per_sec,pkts_per_sec
user_01,vpn,2026-01-01 21:58:02.703205015,2026-01-01 21:58:12.821890712,10.118685697864425,1406.5068473311785,4010.7556189273573,3.2222183618145195,9.188387830873811,5.034749763842483,2.4870692633846727,2.5476805004578105,7.521819027227156,5.973247393675177,2.708243398244394,3.265003995430783,8.68149079191957,4.671484663877446,2.6035226722882645,2.0679619915891814,7.275007336165711,6.85057239905225,0.6892554511123178,6.161316947939932,7.539827850164567,3.2681132988121755,0.8091003535888316,0.0,4.077213652401007,535.3721449616587,1.2265037736380744
user_01,vpn,2026-01-01 21:58:16.693376231,2026-01-01 21:58:27.541996242,10.848620011339795,1043.8828170874458,2976.707068351279,3.014429282735881,8.595862299947505,5.974454790360104,2.9048577975229186,3.0695969928371856,8.879312587883023,4.45132203956602,3.085459945973677,1.3658620935923431,7.536781985539697,6.252796034212024,2.6217147663061673,3.631081267905857,8.874510800518191,7.098191311412944,1.375289872768469,5.722901438644476,8.473481184181413,3.750428699926851,0.7436060290220127,0.0,4.494034728948864,370.60841666830447,1.070209074568695
user_01,vpn,2026-01-01 21:58:27.541996242,2026-01-01 21:58:37.442145484,9.900149242961499,1627.7820762563508,4641.7378778655575,2.592380639941814,7.392360184931926,2.1478007039652973,1.0325917132165594,1.115208990748738,3.1803924171818565,2.0481281387912356,0.8560162641844762,1.1921118746067594,2.904144402975712,1.8109821920188285,1.1584762586233877,0.6525059333954408,2.9694584506422164,7.611232129902574,1.6588851653210541,5.95234696458152,9.270117295223628,2.2889171130589245,0.3805277066518173,0.0,2.669444819710742,633.2752971960717,1.0085444754251944
user_01,vpn,2026-01-01 21:58:43.054249717,2026-01-01 21:58:51.003129927,7.948880210766932,1857.1196105088843,5295.710381362165,4.827256718310983,13.765270353079092,8.023449573608676,4.135109032890882,3.8883405407177944,12.158558606499557,8.07509446844047,3.2103107991476283,4.864783669292843,11.285405267588098,5.772553159598151,4.135003488833398,1.637549670764753,9.907556648431548,6.744907595681112,0.9633088685939751,5.781598727087137,7.708216464275087,1.2039726150858199,0.06436269631977286,0.0,1.2683353114055926,899.8537910009495,2.3390121096813226
user_01,vpn,2026-01-01 21:58:51.360407693,2026-01-01 21:58:59.137379531,7.776971838924436,1075.821590084007,3067.7827808518396,4.312504902724574,12.297418461256676,2.7027881977456674,1.1649567790972952,1.5378314186483721,3.8677449768429626,2.6243346785144466,1.268558250489318,1.3557764280251285,3.8928929290037644,2.0591218668570987,1.3587300881361668,0.700391778720932,3.4178519549932656,7.296406816691252,1.748812944812734,5.547593871878518,9.045219761503986,0.48056502223318454,0.050302197011778085,0.0,0.5308672192449626,532.8043429701954,2.135782886707536
user_01,vpn,2026-01-01 21:58:59.786765898,2026-01-01 21:59:12.194473042,12.407707144342927,1768.9580348748107,5044.311296090175,3.8074483278858784,10.857213247002548,2.8971254603683096,1.5664989614534628,1.3306264989148469,4.463624421821772,3.05086251619696,1.599859838318981,1.4510026778779788,4.650722354515941,2.982731179312124,1.9525857893250487,1.0301453899870754,4.9353169686371725,7.336125601340904,0.5864340704548214,6.749691530886083,7.922559671795725,5.071581543002023,0.6425183403099455,0.0,5.7140998833119685,549.1159044700192,1.181899395616741
user_01,vpn,2026-01-01 21:59:12.965003755,2026-01-01 21:59:19.461324439,6.4963206847112165,949.961944615837,2708.8849331694737,2.2224239374127497,6.3374019909894095,3.0271841312101175,1.6167333718991292,1.4104507593109883,4.643917503109247,3.549623919757636,2.0578817030168013,1.4917422167408345,5.607505622774437,3.1220685525235825,1.3136842535707682,1.8083842989528143,4.435752806094351,5.180971473187792,1.1179281523670974,4.063043320820694,6.298899625554889,1.3153492115234249,0.19967644716920002,0.0,1.515025658692625,563.218328552689,1.3176421460454228
user_01,vpn,2026-01-01 21:59:21.676301287,2026-01-01 21:59:25.367536194,3.691234907726747,1059.385203820974,3020.913241123393,1.1948045564930105,3.407071282708091,4.540883820921441,2.419405719539783,2.121478101381658,6.960289540461224,5.28959950234162,2.6395027171344405,2.6500967852071793,7.929102219476061,4.150747410699231,2.2659319794415165,1.8848154312577146,6.4166793901407475,3.2315552023292353,0.5338007468209663,2.697754455508269,3.7653559491502016,0.45967970539751146,0.10071992770780935,0.0,0.5603996331053208,1105.401998773691,1.2467035976410328
user_01,vpn,2026-01-01 21:59:25.367536194,2026-01-01 21:59:34.117357636,8.749821442947404,1210.1453843669512,3450.816758751207,1.7509410076563723,4.992934444786653,2.249697078673596,1.1816389706862513,1.0680581079873446,3.4313360493598473,1.6535313578042758,1.2687440806087016,0.38478727719557426,2.9222754384129774,1.766737013469204,1.043857002726425,0.7228800107427791,2.810594016195629,5.563913256623912,0.5328520787464626,5.031061177877449,6.096765335370375,3.185908186323492,0.29617436384812823,0.0,3.4820825501716204,532.6922581803109,0.770744351346595
user_01,vpn,2026-01-01 21:59:34.117357636,2026-01-01 21:59:44.800087125,10.682729489818028,490.6168842138929,1399.029396007039,1.2560057631771226,3.5815909333299123,2.4316946880145447,1.187543625920174,1.2441510620943708,3.6192383139347184,2.0510906217661593,1.2981915415874654,0.7528990801786939,3.3492821633536245,2.8017088706139064,1.2687330360021976,1.5329758346117088,4.070441906616104,9.664599786735538,0.5963836769795487,9.068216109755989,10.260983463715087,1.01812970308249,0.22147976372183706,0.0,1.2396094668043272,176.88796501137656,0.4528427590643259
user_01,vpn,2026-01-01 21:59:48.004222574,2026-01-01 21:59:57.990782768,9.986560194054508,1570.8350856026063,4479.349430785547,1.826700184416846,5.208967196034138,5.622648978663015,2.8053338955637916,2.8173150830992237,8.427982874226807,5.8787808237405885,2.234339664715178,3.6444411590254107,8.113120488455767,5.932323224851475,3.33407957133296,2.5982436535185145,9.266402796184435,7.531013918685756,1.6544985063916409,5.876515412294115,9.185512425077397,2.4555462753687527,0.16564397655528715,0.0,2.6211902519240398,605.832679002939,0.704513590639514
user_01,vpn,2026-01-01 21:59:57.990782768,2026-01-01 22:00:09.171630160,11.180847392514918,1380.8594321878475,3937.6201666597326,6.014354447129054,17.150365061368067,2.33245673914927,1.1427351829458394,1.1897215562034305,3.4751919220951093,2.611048593154367,1.4191142035126612,1.191934389641706,4.030162796667028,2.7503779561621657,1.1043516348794613,1.6460263212827044,3.854729591041627,7.931014276959259,1.818079806939968,6.112934470019291,9.749094083899227,3.249833115555659,0.7649709344268204,0.0,4.014804049982479,475.6776845382995,2.071821454606819
user_01,vpn,2026-01-01 22:00:09.171630160,2026-01-01 22:00:18.012949851,8.84131969125049,2073.969144364122,5914.072451921558,2.4002711288001253,6.844546071745818,2.2539793777435606,1.037145642196372,1.2168337355471885,3.2911250199399325,1.6836509147895493,0.7605411577266322,0.9231097570629171,2.4441920725161816,2.5514637419183774,0.937023990405047,1.6144397515133304,3.4884877323234242,5.341308737701946,0.778907128067454,4.562401609634493,6.1202158657694,3.5000109535485437,0.33757336705606933,0.0,3.837584320604613,903.4897362879857,1.0456377015407283
user_01,vpn,2026-01-01 22:00:22.675619592,2026-01-01 22:00:33.997200911,11.321581319955374,1288.8306090366145,3675.193346443784,5.42289363115185,15.463771927778176,7.12639551584361,3.469830679480015,3.656564836363595,10.596226195323625,6.932171469921889,4.177851793375737,2.754319676546152,11.110023263297627,7.893704247599502,3.6528364364735597,4.240867811125943,11.546540684073062,10.601201743847165,2.0560223980220482,8.545179345825117,12.657224141869213,0.7203795761082095,0.13354041811703435,0.0,0.8539199942252438,438.4567681133756,1.84485408607323
user_01,vpn,2026-01-01 22:00:41.190858241,2026-01-01 22:00:54.386490884,13.195632643519629,1311.914026049414,3741.01737329712,1.8669286710607877,5.323681624303212,9.35064472192566,4.674500862921181,4.676143859004479,14.02514558484684,7.458483224944789,5.929346575536265,1.5291366494085246,13.387829800481054,7.777995876216154,4.430998370882649,3.346997505333505,12.208994247098802,8.550704472570718,1.260558956602985,7.290145515967733,9.811263429173703,4.64492817094891,0.5917786010732284,0.0,5.2367067720221385,382.9245278230769,0.5449234977676729
